most_current_software_update,synchronisation,user_of_latest_model,age_of_customer_transformed,swimming_hours_per_week_transformed,biking_hours_per_week_transformed,running_hours_per_week_transformed,total_training_hours_per_week_transformed,vo2_max_transformed,10k_running_time_prediction_transformed,calories_burned_per_week_transformed,support_cases_of_customer_transformed,customer_years_transformed,hot_enc__Male,hot_enc__Other,hot_enc__Germany,hot_enc__India,hot_enc__UK,hot_enc__USA,hot_enc__UnknownLand,hot_enc__Berlin,hot_enc__Birmingham,hot_enc__Brisbane,hot_enc__Chicago,hot_enc__Delhi,hot_enc__Hamburg,hot_enc__London,hot_enc__Los Angeles,hot_enc__Manchester,hot_enc__Melbourne,hot_enc__Mumbai,hot_enc__Munich,hot_enc__New York,hot_enc__Sydney,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White
2023-11-27,0.0,1.0,-1.2815515655446004,1.3061596897586063,1.3914830111766592,0.970739027001715,1.662901199061942,1.1278017131602367,-1.5046996396201273,1.5888154686336606,5.19933758270342,-0.08365173390712909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2024-02-03,0.0,1.0,-0.5244005127080409,0.9140248042431804,-0.5108848634495341,0.8394948848876872,0.3188373554879446,0.8832764371897862,-0.9234069941132638,0.2779594713288739,5.19933758270342,0.6229257232100877,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2024-12-14,1.0,1.0,-0.43072729929545756,0.0,1.3138883343471792,0.9868139331508572,2.433775281599373,1.941931949709899,-1.6614241569381094,5.19933758270342,5.19933758270342,0.16789400478810546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2023-12-08,1.0,1.0,-1.8568441290659177,0.0,0.7488225034969301,0.3718611940349692,1.530880897022182,0.998788636945683,-0.5467953314635933,0.0,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2024-06-03,1.0,0.0,-0.43072729929545756,0.23443755147951761,-0.5790499691104516,0.36268834874759176,-0.21020477437024676,0.04105421932760097,-0.8342028832782435,-0.14126857171584228,5.19933758270342,0.6229257232100877,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2023-12-10,1.0,0.0,0.7835003753897741,2.101100056996162,-0.6785214214071774,1.0625543214784636,0.712884176971517,-0.9437343229196914,0.7757250769166386,0.8044632666807341,5.19933758270342,-0.38532046640756773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2024-09-06,1.0,1.0,-1.5010859460440247,-1.0513850897607038,1.7283559476064545,0.3354441959928378,1.0253746277704372,1.4179935066509979,-0.4795056533309489,1.093341702130714,-0.47704042848944356,-0.7835003753897741,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2024-12-10,1.0,0.0,5.19933758270342,-5.199337582605575,-1.3494726942514617,-1.3452975540478636,-2.162867911779865,0.0,0.0,-2.283261471707763,0.041789297816453665,-0.08365173390712909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023-12-28,0.0,0.0,0.3853204664075674,0.3759300043082579,-0.24396382784630669,0.7639688609069828,0.275564104603646,-0.17929150756731357,0.4022795253677565,0.24689581953010684,-5.199337582605575,0.16789400478810546,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2024-06-22,1.0,1.0,-0.6229257232100878,-0.3734396775981019,0.6533924498660432,-1.1037073603093348,-0.03798835123028236,0.261241534469869,-0.5687319271969261,-0.1973226212569712,5.19933758270342,-0.08365173390712909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2024-10-11,0.0,1.0,-5.199337582605575,0.46558939694383733,-1.3267463814133478,0.02077465674329672,-0.8083966576214988,-0.12416663267443033,-0.7086021067647535,-0.9321929695200731,-5.199337582605575,0.16789400478810546,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2024-03-08,1.0,1.0,1.3829941271006387,-1.3286415873990938,0.6272422195178777,1.1358123353734848,0.569546501946331,-1.5318952194966537,0.8827225473588494,0.5288912506870441,0.5729675484954635,0.9027347916438648,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2024-06-27,1.0,1.0,-0.16789400478810546,-0.3671527602370469,0.4141983730584624,-0.783414208701263,-0.15424145761483607,0.0,0.23478233084771388,-0.16668451325959052,-5.199337582605575,-0.08365173390712909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2024-10-06,1.0,1.0,-1.8339146358159146,0.3133174455298672,-1.0056772332604904,0.652988237385521,-0.3047090886300553,-0.08581672608660582,-0.7598881782747793,-0.22551653463445512,-0.47704042848944356,-0.7835003753897741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
2024-02-27,1.0,1.0,0.16789400478810546,-0.5800146152437611,0.4009304203013811,-0.11698958726299562,0.0493930576470125,0.46750735984763586,-0.2079262632693803,0.14562418140979877,-5.199337582605575,1.2815515655446004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,1.0,0.0,-5.199337582605575,0.1992013247892673,0.0,0.6151411045959729,0.5789784689766452,-0.7873821772358092,0.9659533040121817,0.6104205079651752,-5.199337582605575,0.6229257232100877,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2024-12-11,1.0,0.0,0.08365173390712909,0.5429509696730099,0.1410411579517712,-1.732547651016754,-0.38320107552293714,0.6725027500551847,0.5619186760248194,-0.2902468877527819,-5.199337582605575,1.8339146358159146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2024-06-14,1.0,1.0,0.8416212335729143,0.5794006871345155,0.0,-0.5024022233733555,1.2853530252068386,-0.6063288274054268,0.6862588364159486,1.2888382390731419,0.041789297816453665,0.6229257232100877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2024-06-08,1.0,1.0,1.8339146358159146,-1.165842424540426,1.0413099700513235,-0.217346051026254,0.3908136841365657,0.0,2.296593556044142,0.4874533918527945,0.041789297816453665,0.3853204664075674,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2024-02-12,1.0,1.0,0.041789297816453665,0.3827149204840942,0.28680203582803393,-0.07766411731290514,0.24483934270761679,0.6978724735618157,0.22787619531393347,0.25268304827192273,0.5729675484954635,0.9027347916438648,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
2024-05-31,1.0,0.0,-0.7279132908816442,-0.6465106256909864,-0.5711775041740007,-0.16485117701239313,-0.8267421356683576,-0.12416663267443033,-1.0032060628212491,-0.8773980472026086,-0.47704042848944356,0.3853204664075674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2024-07-19,0.0,0.0,-0.9674215661017012,-0.6465106256909864,-2.1501197808750456,0.9787448661135849,-0.9659692869335634,0.3940931010999363,-0.5486132201546118,-0.8078646648300101,-5.199337582605575,-5.199337582605575,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023-12-24,1.0,1.0,-0.9674215661017012,2.6267411018404823,-0.01193660857111769,0.405771256199249,0.8898793145116659,0.750897182852926,-0.9620415136441345,0.872219085227332,-5.199337582605575,0.3853204664075674,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024-04-24,1.0,1.0,0.5244005127080407,-0.9054682151499918,-0.9714237120218153,0.46304329606941425,-0.8636147397967254,-0.24106067812830856,0.577079555859875,-0.8357616621028368,-5.199337582605575,1.8339146358159146,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2024-01-16,1.0,0.0,-1.0364333894937894,-1.1418163188998833,1.1170766366869045,-0.752761371469978,0.2716568457167713,1.5069992567687576,-0.35711032016505845,0.25150230987608113,-5.199337582605575,0.3853204664075674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-08-12,1.0,0.0,0.8416212335729143,-5.199337582605575,0.31540568202433605,0.3029524594782667,-0.1053110031725433,-1.0834125085883606,0.983122238319233,-0.08205928170190321,0.041789297816453665,-5.199337582605575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2024-06-27,1.0,0.0,-0.16789400478810546,0.051440693476407,-5.199337582605575,1.6461770727192269,-0.25961612563494274,0.31637386720920807,-1.7789576186131657,-0.13777012435826114,0.5729675484954635,0.3853204664075674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2024-10-27,1.0,1.0,-0.9674215661017012,1.2710599635774094,1.2578785984046812,0.0,1.2605394854945877,1.5286559496381686,-0.5965445740691491,1.1625175739585714,5.19933758270342,0.9027347916438648,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-12-19,1.0,0.0,-0.16789400478810546,-0.10918164398205733,-0.4173294784480024,-1.049066348675596,-0.9039666758879445,0.5196068649729969,-0.5035167332288852,0.0,-0.47704042848944356,1.2815515655446004,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2024-12-26,1.0,0.0,-0.2104283942479247,-5.199337582605575,-0.5143414294234169,1.888640916890727,0.15942590162832437,0.6156050439792885,-1.529124621522313,0.0669132091049136,-5.199337582605575,-0.7835003753897741,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2023-11-15,1.0,1.0,-0.9674215661017012,0.9769679992067939,2.097522084614468,1.0847020838662937,2.1994357220416862,1.4101810205140555,-1.932117147468775,2.1964782760194606,0.5729675484954635,0.3853204664075674,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-02-29,1.0,0.0,1.8339146358159146,-1.4589273976461903,-0.10996807756749355,-0.8989192903231646,-1.0222597208708988,0.0,0.0,-1.1280525894338664,5.19933758270342,-0.38532046640756773,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2024-11-09,1.0,0.0,0.3853204664075674,-1.190561064849174,-0.27906654510162654,0.2264732870993054,-0.5478330840438909,-0.4787143552690442,0.2500158292883548,0.0,0.5729675484954635,0.6229257232100877,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2024-11-18,1.0,0.0,0.2918904697739106,0.48323228011689084,-1.5478320199806197,-0.9725262666081446,-1.4593079454689333,-0.20373501112080958,0.5013328081096594,-1.5981061639747596,0.041789297816453665,-0.7835003753897741,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2024-12-21,1.0,1.0,-0.9027347916438648,-0.790618467861369,-0.40196282325627913,0.9949477686254783,-0.07349258879366345,0.8642517202907027,-1.1715461713027624,-0.08336070826300702,5.19933758270342,-0.7835003753897741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2024-05-10,1.0,1.0,-0.5244005127080409,1.2494180905134025,1.5844450544703825,0.17319265100642342,1.4355466187296924,1.2029032527615693,-0.7952156061407749,1.4181153037670544,0.5729675484954635,0.3853204664075674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2024-04-02,1.0,0.0,0.3406948270877954,1.0002511445743454,0.5045975591273089,-0.4053977219782401,0.487575800222593,0.04797353797456731,0.31477743095467886,0.4335308762946729,0.041789297816453665,0.6229257232100877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2024-11-17,1.0,0.0,0.08365173390712909,-0.7112600919034949,-0.8920477993388799,-0.8201342037887936,-1.5033718699773546,-0.39497858383030554,0.5082943329132423,-1.367364178094539,0.5729675484954635,0.6229257232100877,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
2024-06-26,1.0,0.0,-0.8416212335729142,0.6810603043468897,0.6359105134277364,-1.6238748754105086,0.12229339007099294,1.2163458273855834,-0.6688809414639834,0.08237060670211546,0.5729675484954635,0.16789400478810546,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2024-02-24,1.0,0.0,0.2918904697739106,0.8810345496541206,0.39526582531693033,-1.284930510364737,0.1004337205114696,0.7967965882514289,0.25279169654773126,0.03534751441998879,5.19933758270342,1.8339146358159146,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2024-12-04,1.0,1.0,-0.43072729929545756,0.0,1.403713348203623,2.091228480653139,0.0,1.9112687816311438,-2.0611675401233747,0.0,0.041789297816453665,1.2815515655446004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2023-10-12,1.0,0.0,0.7279132908816441,0.03214179332733828,-0.565948821932863,0.7706513682720602,-0.03798835123028236,-0.6363341953364339,0.8054302722995726,-0.03785872801460507,-5.199337582605575,1.2815515655446004,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2024-03-03,0.0,0.0,-0.2104283942479247,0.45390781537774727,-0.12315372207686211,1.107395112697307,0.5304670765068269,0.4520092730739075,-1.6373253827680638,0.5778825026834241,-0.47704042848944356,0.6229257232100877,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2024-10-16,1.0,0.0,1.644853626951472,-0.10268489990271995,0.6844781587127564,0.16789400478810546,0.49349333191017847,-1.6550686580078593,1.3343551365146313,0.41085191137064975,5.19933758270342,-0.7835003753897741,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2024-03-11,1.0,0.0,0.7835003753897741,0.24033746917421694,-0.4732513628764943,-5.199337582605575,-1.0788978480528735,-0.9925532359484932,0.9907175558682593,-1.153100961847103,0.041789297816453665,1.8339146358159146,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2024-12-12,1.0,0.0,-0.12566134685507402,-1.3286415873990938,-0.33564749193285914,0.16789400478810546,-0.682277049152332,0.09887401484717678,-0.1980403141277289,-0.7000022740800962,0.5729675484954635,-0.38532046640756773,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2024-08-06,1.0,0.0,-1.0364333894937894,-0.545057043236798,-0.4664818772484151,-1.2264551720954469,-1.2058593670884452,1.3577554846856132,-0.11382608343891105,-1.2312128206700959,0.041789297816453665,0.16789400478810546,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2024-08-02,1.0,1.0,-0.08365173390712909,0.1584428880370848,-0.42659676382991457,1.7314822015632034,0.0,0.42726895075412263,-0.9182450925125047,-2.765922155319748,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2024-09-12,1.0,0.0,1.1107716166367858,-0.34214677599195953,0.08365173390712909,1.9476028478251797,0.79642685873971,-0.9515087992744734,0.4555178117746669,0.8485039407031686,-0.47704042848944356,0.16789400478810546,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2024-06-17,1.0,0.0,1.0364333894937898,-0.1287006744465014,-0.17056550295106745,-0.28143291105554974,-0.3389351291939921,-1.587160060210147,1.0174075269701912,-0.32522287283903956,-5.199337582605575,-0.08365173390712909,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2024-12-27,1.0,0.0,0.2918904697739106,1.6857794289783479,1.8878799224386456,1.4475832737118095,5.19933758270342,1.055817822320452,-1.169552170039447,3.2649025979818815,-5.199337582605575,-0.7835003753897741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2023-12-26,1.0,1.0,-0.43072729929545756,1.2980047163986053,0.3652626811036783,-5.199337582605575,0.09036143712925852,1.3434434042696421,-0.0011404134749599675,0.15048267876649982,-0.47704042848944356,1.2815515655446004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2024-05-26,1.0,1.0,0.8416212335729143,0.953817651001862,-1.3825111319878585,-0.8924086936039166,-1.0818210930567347,-1.173775054336212,1.2519410359343852,-0.9674128978982238,5.19933758270342,-0.38532046640756773,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2024-07-12,1.0,0.0,0.23899287047892498,-1.1418163188998833,0.0,0.696099369380601,-0.47621628812491984,-0.7495855575576499,-0.530514431449383,-0.489978530165918,5.19933758270342,0.9027347916438648,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2024-06-14,1.0,0.0,0.8416212335729143,0.4950779847230883,0.6867237207258036,-0.5653569705378036,0.43649120803690294,-0.8473931557750315,1.2083317454781253,0.5033951591543862,0.5729675484954635,0.3853204664075674,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2024-04-04,0.0,0.0,0.3853204664075674,-0.3987385354804203,-0.5323282507728542,-1.0037033362525947,-1.0965781320405004,-0.5405139674955779,0.5485500311324756,-1.0100626458943003,-5.199337582605575,0.16789400478810546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2024-03-29,1.0,1.0,-0.5729675484954635,-0.7279132908816442,-0.6817547149490513,-0.5653569705378036,-1.1674416239305985,0.6567009713176438,-0.10582037867801233,-1.1331121415413485,0.5729675484954635,-5.199337582605575,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2024-07-19,0.0,0.0,0.5244005127080407,-0.15480386385682504,-0.49027126341829463,1.6023567488437709,0.3754617702355184,0.08799882530669093,-0.005702097038262485,0.3402786939404268,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2024-11-04,0.0,0.0,-0.9027347916438648,0.4169127416174895,0.3096650234792709,0.18911842627279238,0.3710918706900763,0.683131092115934,-1.113632101398513,0.44472811640327414,-0.47704042848944356,0.6229257232100877,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2024-07-15,1.0,1.0,0.16789400478810546,-0.21431293679090607,0.1720966482474378,0.8394948848876872,0.4129069392918656,-0.18854978609089218,-0.05362511182153151,0.3482701587424547,5.19933758270342,-5.199337582605575,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2024-04-21,1.0,1.0,0.0,-0.5729675484954635,0.1664291574377997,-1.289783175779248,-0.663967617403473,-0.33112187070563387,0.4318483022874131,-0.5892021788078606,5.19933758270342,0.16789400478810546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2024-05-31,1.0,1.0,-0.6229257232100878,0.9885425843824965,-0.6082305051343706,-0.14088003664111318,-0.19903692952667917,0.7803219413458701,-0.7623798425998748,-0.1269187756164774,-0.47704042848944356,0.3853204664075674,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2024-03-23,1.0,1.0,0.08365173390712909,0.46558939694383733,0.0,0.3029524594782667,0.6853560571837192,0.5385946224242724,-0.22941709303404245,0.760385313878559,0.5729675484954635,-0.7835003753897741,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2024-12-29,1.0,0.0,0.2918904697739106,-0.7623798425998748,-0.3836469521020323,-0.7169406404017564,-0.9818443518182552,-0.5053905594036536,0.2971480682790748,-0.9884368506944704,0.5729675484954635,-0.38532046640756773,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2024-01-15,1.0,0.0,1.3829941271006387,0.9140248042431804,0.003481435191923162,-0.2086096441669017,0.17153204400875968,-1.2398457400436897,1.6366739806531396,0.12816961227156912,0.041789297816453665,0.3853204664075674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
2024-10-02,1.0,0.0,0.23899287047892498,-1.0111394617842204,0.14564992273016011,-0.9320622652263086,-0.698154749966872,-0.17845061934782452,0.2807770180494134,-0.8023228946586614,-5.199337582605575,-0.08365173390712909,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
2024-02-10,1.0,1.0,0.23899287047892498,0.2462457647367956,0.8687962724113973,-0.5809597135975498,0.4890535751873711,0.06008807476212366,0.43072729929545744,0.5524013055962569,0.5729675484954635,1.2815515655446004,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2024-07-29,0.0,0.0,-0.9674215661017012,-5.199337582605575,-0.42659676382991457,-0.6903176161633258,-1.2621898879828715,-0.08581672608660582,-0.5132022571920046,0.0,-0.47704042848944356,-0.08365173390712909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2024-04-24,1.0,0.0,-0.08365173390712909,1.7685790498234568,1.5024544575883039,1.2638297281583133,2.0553413158834757,1.2133396224885182,-1.900545142994857,2.1415229597808656,0.5729675484954635,-0.08365173390712909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
2024-02-07,1.0,0.0,0.2918904697739106,0.7788731840909653,-1.291747954577486,1.5014877579113233,0.17699337826580044,-0.6862973226423942,-0.7499682793622098,0.12372623779041096,5.19933758270342,-0.7835003753897741,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-12-22,1.0,0.0,-1.2815515655446004,0.8437180485956043,-0.6308365688775024,1.142830439797143,0.3450173852153217,0.7407514900189976,-1.427228021456387,0.46325822450101023,-5.199337582605575,-0.08365173390712909,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2024-11-11,0.0,1.0,1.2815515655446004,-0.6229257232100878,5.19933758270342,0.9510271125090433,1.9369558881389892,-0.8966428930763717,0.8854429653803572,2.0983871594889485,0.041789297816453665,-0.7835003753897741,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-05-08,1.0,1.0,-1.0364333894937894,-0.06644961858009107,-0.9714237120218153,-0.2086096441669017,-0.9630708233256466,0.3318533464368161,-0.6914453482019676,-0.9834340426682787,-5.199337582605575,-0.08365173390712909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2023-11-02,1.0,0.0,1.2815515655446004,-0.7977768461252381,-1.046328954539008,-0.2217204414322815,-1.3195820599163008,-1.4591118712018043,1.7106859236063745,-1.2478269714230663,5.19933758270342,0.6229257232100877,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2024-03-21,1.0,0.0,0.7279132908816441,0.6810603043468897,-0.37150786233555183,1.7358708273707986,0.739248529045684,-0.541722058225778,0.025285688334506937,0.793031586562274,5.19933758270342,-0.38532046640756773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2024-10-26,1.0,0.0,1.1107716166367858,0.6679481871163845,0.5045975591273089,1.142830439797143,0.9809486021129955,-1.03765692798409,0.9803743289663076,1.0398443962802886,5.19933758270342,1.2815515655446004,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2024-11-29,1.0,1.0,-1.8339146358159146,0.8864658121709991,0.47061773396287576,-0.4519818590805164,0.42849237615176794,0.17033467130700636,0.3041884285995757,0.45545423523148226,0.041789297816453665,-5.199337582605575,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2024-04-23,1.0,1.0,0.041789297816453665,0.8021797651134571,1.1632180200126396,0.45839780735990565,1.2480173612104644,0.7788347616858531,-0.2244486202100445,1.2909033871163516,5.19933758270342,1.8339146358159146,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2024-04-25,1.0,1.0,-0.9027347916438648,1.2388133354879427,-1.427341508965434,1.4973458067758136,0.275564104603646,0.47710052138368003,-1.111765536139578,0.3843059445320863,5.19933758270342,-0.7835003753897741,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2024-09-14,1.0,1.0,0.16789400478810546,-0.22988411757923205,0.41229853586780385,-0.9662621043700396,-0.18121927925567657,0.21378396201580904,0.21822575519808293,-0.0891656534608234,0.5729675484954635,-0.38532046640756773,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024-11-19,1.0,1.0,-1.8568441290659177,1.048524629019936,-0.2650667781678824,0.027701092329431385,0.14252331243751357,-0.02577682920230396,0.0959103395870027,0.2631326650513667,0.041789297816453665,-5.199337582605575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2024-12-04,1.0,0.0,-0.08365173390712909,-0.7554150263604693,-1.6357207761555546,0.02077465674329672,-1.5490838005079341,-0.028398873938296453,0.30771424909616424,-1.5357928934566567,-5.199337582605575,-0.38532046640756773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2024-09-08,1.0,0.0,-0.8416212335729142,-5.199337582605575,-1.0942341547175758,-1.123607204917119,-1.96540199409769,0.12338800386700077,-0.5577300800739654,-1.8846690853047146,0.041789297816453665,0.3853204664075674,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
