synchronisation,user_of_latest_model,age_of_customer_transformed,swimming_hours_per_week_transformed,biking_hours_per_week_transformed,running_hours_per_week_transformed,vo2_max_transformed,10k_running_time_prediction_transformed,support_cases_of_customer_transformed,customer_years_transformed,hot_enc__Male,hot_enc__Other,hot_enc__UnknownLand,hot_enc__Delhi,hot_enc__Mumbai,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White,most_current_software_update_month,most_current_software_update_day
1.0,0.0,1.644853626951472,-0.10268489990271995,0.6844781587127564,0.16789400478810546,-1.6550686580078593,1.3343551365146313,5.19933758270342,-0.7835003753897741,1,0,0,0,0,1,0,0,1,0,0,1,10,16
1.0,0.0,0.7835003753897741,0.24033746917421694,-0.4732513628764943,-5.199337582605575,-0.9925532359484932,0.9907175558682593,0.041789297816453665,1.8339146358159146,0,1,0,0,0,0,1,1,0,0,1,0,3,11
1.0,0.0,-0.12566134685507402,-1.3286415873990938,-0.33564749193285914,0.16789400478810546,0.09887401484717678,-0.1980403141277289,0.5729675484954635,-0.38532046640756773,0,1,0,0,0,0,1,1,0,0,0,0,12,12
1.0,0.0,-1.0364333894937894,-0.545057043236798,-0.4664818772484151,-1.2264551720954469,1.3577554846856132,-0.11382608343891105,0.041789297816453665,0.16789400478810546,0,1,0,0,0,0,1,1,0,1,0,0,8,6
1.0,1.0,-0.08365173390712909,0.1584428880370848,-0.42659676382991457,1.7314822015632034,0.42726895075412263,-0.9182450925125047,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,0,0,1,0,0,1,0,8,2
1.0,0.0,1.1107716166367858,-0.34214677599195953,0.08365173390712909,1.9476028478251797,-0.9515087992744734,0.4555178117746669,-0.47704042848944356,0.16789400478810546,0,1,0,0,1,0,0,0,1,0,1,1,9,12
1.0,0.0,1.0364333894937898,-0.1287006744465014,-0.17056550295106745,-0.28143291105554974,-1.587160060210147,1.0174075269701912,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,0,1,1,0,0,1,0,6,17
1.0,0.0,0.2918904697739106,1.6857794289783479,1.8878799224386456,1.4475832737118095,1.055817822320452,-1.169552170039447,-5.199337582605575,-0.7835003753897741,0,1,0,0,0,0,0,0,1,0,0,1,12,27
1.0,1.0,-0.43072729929545756,1.2980047163986053,0.3652626811036783,-5.199337582605575,1.3434434042696421,-0.0011404134749599675,-0.47704042848944356,1.2815515655446004,0,1,0,0,0,1,0,1,0,0,0,0,12,26
1.0,1.0,0.8416212335729143,0.953817651001862,-1.3825111319878585,-0.8924086936039166,-1.173775054336212,1.2519410359343852,5.19933758270342,-0.38532046640756773,1,0,0,0,0,1,0,0,0,1,0,1,5,26
1.0,0.0,0.23899287047892498,-1.1418163188998833,0.0,0.696099369380601,-0.7495855575576499,-0.530514431449383,5.19933758270342,0.9027347916438648,1,0,0,0,0,1,0,1,0,0,0,0,7,12
1.0,0.0,0.8416212335729143,0.4950779847230883,0.6867237207258036,-0.5653569705378036,-0.8473931557750315,1.2083317454781253,0.5729675484954635,0.3853204664075674,0,1,0,0,0,0,1,1,0,0,0,0,6,14
0.0,0.0,0.3853204664075674,-0.3987385354804203,-0.5323282507728542,-1.0037033362525947,-0.5405139674955779,0.5485500311324756,-5.199337582605575,0.16789400478810546,0,0,0,0,0,0,0,0,1,1,0,0,4,4
1.0,1.0,-0.5729675484954635,-0.7279132908816442,-0.6817547149490513,-0.5653569705378036,0.6567009713176438,-0.10582037867801233,0.5729675484954635,-5.199337582605575,1,0,0,0,0,0,1,1,0,0,1,0,3,29
0.0,0.0,0.5244005127080407,-0.15480386385682504,-0.49027126341829463,1.6023567488437709,0.08799882530669093,-0.005702097038262485,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,0,0,0,0,0,1,0,7,19
0.0,0.0,-0.9027347916438648,0.4169127416174895,0.3096650234792709,0.18911842627279238,0.683131092115934,-1.113632101398513,-0.47704042848944356,0.6229257232100877,1,0,0,0,0,1,0,0,1,1,0,1,11,4
1.0,1.0,0.16789400478810546,-0.21431293679090607,0.1720966482474378,0.8394948848876872,-0.18854978609089218,-0.05362511182153151,5.19933758270342,-5.199337582605575,1,0,0,0,0,0,1,0,1,0,1,0,7,15
1.0,1.0,0.0,-0.5729675484954635,0.1664291574377997,-1.289783175779248,-0.33112187070563387,0.4318483022874131,5.19933758270342,0.16789400478810546,0,0,0,0,0,0,0,1,0,0,0,0,4,21
1.0,1.0,-0.6229257232100878,0.9885425843824965,-0.6082305051343706,-0.14088003664111318,0.7803219413458701,-0.7623798425998748,-0.47704042848944356,0.3853204664075674,0,1,0,0,0,0,0,0,1,1,0,0,5,31
1.0,1.0,0.08365173390712909,0.46558939694383733,0.0,0.3029524594782667,0.5385946224242724,-0.22941709303404245,0.5729675484954635,-0.7835003753897741,0,1,0,0,0,1,0,0,1,1,0,0,3,23
1.0,0.0,0.2918904697739106,-0.7623798425998748,-0.3836469521020323,-0.7169406404017564,-0.5053905594036536,0.2971480682790748,0.5729675484954635,-0.38532046640756773,0,0,0,0,0,0,1,0,1,1,0,1,12,29
1.0,0.0,1.3829941271006387,0.9140248042431804,0.003481435191923162,-0.2086096441669017,-1.2398457400436897,1.6366739806531396,0.041789297816453665,0.3853204664075674,0,0,0,0,0,0,1,0,1,0,1,1,1,15
1.0,0.0,0.23899287047892498,-1.0111394617842204,0.14564992273016011,-0.9320622652263086,-0.17845061934782452,0.2807770180494134,-5.199337582605575,-0.08365173390712909,0,1,0,0,1,0,1,0,1,1,0,1,10,2
1.0,1.0,0.23899287047892498,0.2462457647367956,0.8687962724113973,-0.5809597135975498,0.06008807476212366,0.43072729929545744,0.5729675484954635,1.2815515655446004,0,1,0,1,0,1,0,0,1,1,0,1,2,10
0.0,0.0,-0.9674215661017012,-5.199337582605575,-0.42659676382991457,-0.6903176161633258,-0.08581672608660582,-0.5132022571920046,-0.47704042848944356,-0.08365173390712909,0,0,0,0,0,0,1,0,0,1,0,1,7,29
1.0,0.0,-0.08365173390712909,1.7685790498234568,1.5024544575883039,1.2638297281583133,1.2133396224885182,-1.900545142994857,0.5729675484954635,-0.08365173390712909,1,0,0,0,0,1,0,1,0,0,1,0,4,24
1.0,0.0,0.2918904697739106,0.7788731840909653,-1.291747954577486,1.5014877579113233,-0.6862973226423942,-0.7499682793622098,5.19933758270342,-0.7835003753897741,1,0,0,0,0,1,0,0,0,0,0,0,2,7
1.0,0.0,-1.2815515655446004,0.8437180485956043,-0.6308365688775024,1.142830439797143,0.7407514900189976,-1.427228021456387,-5.199337582605575,-0.08365173390712909,0,0,0,0,0,1,0,0,1,1,0,0,12,22
0.0,1.0,1.2815515655446004,-0.6229257232100878,5.19933758270342,0.9510271125090433,-0.8966428930763717,0.8854429653803572,0.041789297816453665,-0.7835003753897741,1,0,0,0,0,0,0,0,1,0,0,0,11,11
1.0,1.0,-1.0364333894937894,-0.06644961858009107,-0.9714237120218153,-0.2086096441669017,0.3318533464368161,-0.6914453482019676,-5.199337582605575,-0.08365173390712909,0,0,0,0,0,0,1,1,0,0,1,0,5,8
1.0,0.0,1.2815515655446004,-0.7977768461252381,-1.046328954539008,-0.2217204414322815,-1.4591118712018043,1.7106859236063745,5.19933758270342,0.6229257232100877,1,0,0,0,0,0,1,0,0,0,1,1,11,2
1.0,0.0,0.7279132908816441,0.6810603043468897,-0.37150786233555183,1.7358708273707986,-0.541722058225778,0.025285688334506937,5.19933758270342,-0.38532046640756773,1,0,0,0,0,1,0,1,0,0,1,0,3,21
1.0,0.0,1.1107716166367858,0.6679481871163845,0.5045975591273089,1.142830439797143,-1.03765692798409,0.9803743289663076,5.19933758270342,1.2815515655446004,0,1,0,0,0,1,0,0,0,0,1,0,10,26
1.0,1.0,-1.8339146358159146,0.8864658121709991,0.47061773396287576,-0.4519818590805164,0.17033467130700636,0.3041884285995757,0.041789297816453665,-5.199337582605575,1,0,0,0,1,0,1,1,0,0,1,0,11,29
1.0,1.0,0.041789297816453665,0.8021797651134571,1.1632180200126396,0.45839780735990565,0.7788347616858531,-0.2244486202100445,5.19933758270342,1.8339146358159146,0,1,0,0,0,0,0,0,1,0,1,0,4,23
1.0,1.0,-0.9027347916438648,1.2388133354879427,-1.427341508965434,1.4973458067758136,0.47710052138368003,-1.111765536139578,5.19933758270342,-0.7835003753897741,0,1,0,0,0,1,0,1,0,0,0,1,4,25
1.0,1.0,0.16789400478810546,-0.22988411757923205,0.41229853586780385,-0.9662621043700396,0.21378396201580904,0.21822575519808293,0.5729675484954635,-0.38532046640756773,0,1,0,0,0,0,1,0,0,0,0,0,9,14
1.0,1.0,-1.8568441290659177,1.048524629019936,-0.2650667781678824,0.027701092329431385,-0.02577682920230396,0.0959103395870027,0.041789297816453665,-5.199337582605575,0,0,0,0,0,1,0,0,0,0,1,0,11,19
1.0,0.0,-0.08365173390712909,-0.7554150263604693,-1.6357207761555546,0.02077465674329672,-0.028398873938296453,0.30771424909616424,-5.199337582605575,-0.38532046640756773,1,0,0,0,1,0,1,0,0,1,0,0,12,4
1.0,0.0,-0.8416212335729142,-5.199337582605575,-1.0942341547175758,-1.123607204917119,0.12338800386700077,-0.5577300800739654,0.041789297816453665,0.3853204664075674,0,1,0,0,0,0,1,0,0,1,0,0,9,8
1.0,0.0,1.2815515655446004,0.2663805539753184,0.3708624726579334,-0.4053977219782401,-1.1539666629179801,1.4237122133542222,0.041789297816453665,1.8339146358159146,1,0,0,0,0,1,0,0,1,0,1,1,12,27
1.0,0.0,0.041789297816453665,1.8658027638227632,-1.8187022862493172,-0.06569701669164064,0.34121486365163817,-0.37858296518258244,0.041789297816453665,-0.38532046640756773,0,0,0,0,0,0,0,1,0,0,0,0,6,20
1.0,1.0,-1.5010859460440247,-0.9473150563570555,-0.8610390934696479,-0.825470182855332,0.12429726388416305,0.2072214580943489,5.19933758270342,-0.7835003753897741,0,0,0,0,0,0,1,0,0,0,1,1,10,29
1.0,1.0,-1.1107716166367858,0.7279132908816441,-0.7507050408088632,-0.16948219450232674,-0.33825003394007325,-0.42406462925867533,5.19933758270342,-0.7835003753897741,0,1,0,0,1,0,1,0,1,0,1,1,12,14
1.0,0.0,-1.1107716166367858,-1.04320070744035,-0.717807235399171,-0.13609594688780105,0.6804668104412238,-0.22279369915142,-0.47704042848944356,-0.38532046640756773,0,0,0,0,1,0,1,1,0,0,0,1,6,24
1.0,1.0,-1.8339146358159146,0.8437180485956043,0.4510467328612697,-0.035816631660069605,1.1969979867682943,-0.2796078375694526,-5.199337582605575,-5.199337582605575,1,0,0,0,0,0,0,1,0,0,1,0,8,8
0.0,0.0,-0.3406948270877956,-0.7623798425998748,1.5286522344113214,1.011416182683429,1.0994120734400885,-0.8532313934693662,0.5729675484954635,0.9027347916438648,0,1,0,0,0,0,0,0,1,0,1,0,3,28
1.0,1.0,-0.08365173390712909,1.6400652081179334,0.736154253577182,-0.9253524413455737,0.7743835171171787,-0.11062295479000331,0.041789297816453665,-0.7835003753897741,1,0,0,0,0,1,0,0,1,0,1,0,12,29
1.0,1.0,-1.8339146358159146,0.6420613752765009,-0.39890096498824507,2.3302437798416813,0.28461711170953496,-1.1211374719999792,-5.199337582605575,-5.199337582605575,1,0,0,0,0,0,0,0,0,0,0,0,12,1
1.0,0.0,-0.6744897501960817,1.0061571498661943,-1.0106673922776692,-0.5447645063784217,-0.22575343051213484,-0.6229257232100878,-5.199337582605575,1.2815515655446004,0,0,0,0,0,1,0,1,0,1,0,1,12,31
1.0,0.0,-0.12566134685507402,0.11808730602846662,1.0354996460208183,-1.1700637659795325,0.2663106132040944,-0.16525822187237021,-0.47704042848944356,1.8339146358159146,0,0,0,0,1,1,0,1,0,1,0,0,12,16
1.0,0.0,0.7835003753897741,0.1238391000255962,-1.1107716166367858,0.7149743087207803,0.0,0.7014995989983303,0.5729675484954635,-5.199337582605575,0,0,0,0,0,0,0,0,1,0,0,0,5,23
1.0,1.0,-0.2104283942479247,0.9365820145960708,1.3445266794689958,-0.1313149700236059,0.9782226714113937,-0.9966048795460536,0.041789297816453665,-0.08365173390712909,0,0,0,1,0,1,0,1,0,1,0,0,12,1
1.0,0.0,0.9674215661017012,-0.3078131129104196,-0.3128961977878848,-1.732547651016754,-1.3708609590126797,1.298417266631908,0.5729675484954635,-0.08365173390712909,0,0,0,0,0,0,0,0,0,0,1,0,7,6
0.0,0.0,0.0,-0.2533471031357997,1.3332404258739898,0.5729675484954632,0.4413432987855125,-0.6521789863427856,-0.47704042848944356,1.8339146358159146,0,1,0,0,1,1,0,1,0,1,0,1,5,31
1.0,1.0,-0.2104283942479247,1.2283460976001703,-0.5529441038085153,1.6934077905945275,0.9289648334033368,-1.4208383859869802,5.19933758270342,1.2815515655446004,1,0,0,0,0,0,0,0,1,0,1,0,10,18
1.0,1.0,-1.8568441290659177,1.5387108404584229,0.281110100684088,0.0,0.6242937170925972,-1.5666885860684143,-5.199337582605575,-5.199337582605575,1,0,0,0,0,0,0,0,1,1,0,1,10,14
1.0,1.0,-1.8568441290659177,0.5129783616294973,0.6424431998884228,-0.48064443211649593,0.5433107152867771,-0.2377105479563281,0.041789297816453665,-5.199337582605575,1,0,0,0,0,1,0,0,0,0,0,0,12,23
1.0,1.0,-0.38532046640756773,-0.8049763398165359,-0.14429635347483832,-0.07167928382863167,0.8424440664323505,-0.7850223303085535,5.19933758270342,-0.38532046640756773,1,0,0,0,0,0,1,0,0,1,0,0,5,7
1.0,0.0,-1.8568441290659177,-0.5019733398830262,-0.2513698499475828,1.3299102448203053,1.4101810205140555,-0.7124430323894891,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,1,0,1,0,1,0,1,12,29
1.0,0.0,1.644853626951472,-0.4964062120462337,0.4427121932881465,-1.4343258741183622,-1.5789661931085266,1.9014627022244244,0.5729675484954635,-0.38532046640756773,1,0,0,0,0,0,0,1,0,1,0,0,9,10
1.0,1.0,0.3406948270877954,-0.9800852788461984,0.3039345519719182,0.6112627593167161,-0.20796132994971497,-0.21618006478979415,-5.199337582605575,1.2815515655446004,0,1,0,0,0,0,1,0,1,0,0,1,12,29
1.0,1.0,1.1107716166367858,-1.084851523298264,-1.5840068650417196,-0.5244005127080409,-1.6712428413831777,1.1614608253919982,0.041789297816453665,1.2815515655446004,0,1,0,0,0,1,0,0,0,1,0,0,11,18
1.0,0.0,5.19933758270342,0.03857307514780311,-1.0515327587921417,1.484558241669146,-2.0899138704356868,1.3322549107451087,5.19933758270342,-0.7835003753897741,1,0,0,0,0,1,0,0,0,0,0,0,6,7
1.0,1.0,-1.5010859460440247,-0.6084981344998834,0.43717290526316854,0.696099369380601,0.6449565404223937,-1.0317629629637257,5.19933758270342,-0.7835003753897741,1,0,0,0,0,1,0,0,0,0,1,1,11,14
1.0,1.0,1.8339146358159146,-0.6465106256909864,-1.3134331387029516,0.1638472679260492,0.0,1.6583758973760163,-5.199337582605575,-0.38532046640756773,0,1,0,0,0,0,1,0,1,1,0,0,2,23
1.0,1.0,-0.7279132908816442,-5.199337582605575,1.1424103228557958,1.193621170794123,1.6987659768253776,-1.7764553519188016,0.5729675484954635,-0.08365173390712909,0,1,0,0,0,1,0,0,0,0,0,1,4,1
1.0,0.0,0.0,0.6679481871163845,-0.7278018322647944,-5.199337582605575,-0.4461313168488965,0.43296984822357015,-0.47704042848944356,-0.38532046640756773,0,0,0,0,0,1,0,0,1,0,0,0,8,25
1.0,0.0,-0.12566134685507402,-0.5075560690656843,-0.4800426056625303,0.2050923157152084,0.12611609301849178,-0.9199630024932909,0.5729675484954635,1.2815515655446004,0,1,0,0,1,1,0,0,1,1,0,0,9,29
1.0,0.0,1.5010859460440247,0.0,-1.0997132362166244,0.09941749313749712,-1.42311428649404,1.5167415608622863,0.5729675484954635,-0.38532046640756773,0,0,0,0,0,1,0,1,0,0,1,0,5,1
1.0,1.0,1.644853626951472,0.2710462305570486,0.10656388474331163,1.522932420885593,-1.6193116460530115,1.50392606019616,0.5729675484954635,-0.7835003753897741,0,0,0,0,0,1,0,1,0,0,0,0,9,7
0.0,0.0,0.08365173390712909,-1.0934099735717708,-0.9015187811028542,-0.8148214745901337,-0.3773919438285541,0.5199520663951686,-5.199337582605575,0.6229257232100877,0,0,0,0,0,1,0,0,0,1,0,0,11,21
1.0,1.0,-0.6229257232100878,0.3691623502808033,-1.4863552298375469,1.613023582203441,0.7114065351470025,-1.7378523018656757,-5.199337582605575,-0.38532046640756773,0,0,0,0,0,0,0,1,0,0,1,0,12,20
1.0,1.0,-1.8568441290659177,-0.28047608409089625,-1.4589001473243102,0.5729675484954632,-0.33760131388903136,0.1561965894787508,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,0,0,0,1,0,0,0,3,27
1.0,0.0,0.0,0.3556772505845323,1.3531051247667842,-0.28143291105554974,1.2805720096417919,-0.5504329236699327,0.5729675484954635,0.6229257232100877,1,0,0,0,0,1,0,0,0,0,0,0,12,20
1.0,0.0,-0.8416212335729142,-0.7195617466887426,-1.3134331387029516,0.45839780735990565,-0.012668902840659305,-1.2379955185070253,-5.199337582605575,0.6229257232100877,0,1,0,0,0,1,0,0,1,0,1,0,9,20
1.0,0.0,0.6229257232100877,1.8910273779271052,1.2870675646726282,-0.5601866782736605,-0.3558607294218137,0.8705605834869051,-0.47704042848944356,1.2815515655446004,0,0,0,0,0,0,0,0,0,0,1,1,12,23
1.0,0.0,0.0,-0.1756027259873963,-5.199337582605575,-0.9911169060423902,-0.14282296639791126,0.5222920657122672,-0.47704042848944356,0.16789400478810546,0,1,0,0,0,0,1,1,0,1,0,0,7,10
1.0,0.0,0.23899287047892498,1.710022933318413,-5.199337582605575,-1.123607204917119,-0.5290760338235121,0.43409193904224513,0.5729675484954635,-0.38532046640756773,0,1,0,0,0,0,0,0,0,1,0,1,4,22
1.0,0.0,0.7279132908816441,0.9029189452507032,0.2091373842237323,-0.8416212335729142,-0.7423816054113378,0.9796885075699322,0.041789297816453665,0.9027347916438648,0,0,0,0,0,1,0,0,0,0,0,0,3,21
1.0,1.0,-0.43072729929545756,-0.8651498956405324,-0.2987591928407512,0.6408938522781741,0.24409748172359072,-0.7598881782747793,0.5729675484954635,0.3853204664075674,1,0,0,0,0,0,0,0,1,0,1,1,8,26
0.0,0.0,1.0364333894937898,1.4116644672857963,0.8641454997810821,-0.35549041783953095,-0.7019766412727385,0.9005240929031139,0.041789297816453665,-0.7835003753897741,0,0,0,0,0,1,0,0,1,0,1,0,10,12
1.0,1.0,-0.43072729929545756,0.7279132908816441,2.1136915506082437,-0.25801361920722565,1.034037637602782,-1.280181943484119,-0.47704042848944356,-0.38532046640756773,1,0,0,0,0,0,0,0,0,0,1,0,11,2
1.0,0.0,-0.38532046640756773,-0.3353821720760719,0.8687962724113973,0.4399131656732358,0.7450902500106638,-1.0506981823646107,-5.199337582605575,0.9027347916438648,0,1,0,0,0,1,0,1,0,0,0,1,6,16
1.0,0.0,-0.5244005127080409,0.3275294074507553,0.35038518870484775,-0.24805922171115083,0.2938058691453315,-0.17668565111599469,5.19933758270342,1.8339146358159146,1,0,0,0,0,1,0,1,0,0,1,0,12,30
1.0,0.0,-0.43072729929545756,1.722531383052923,0.38397436393311213,0.23183436245300987,0.5245173835654476,-1.5274677654681952,-0.47704042848944356,0.6229257232100877,1,0,0,0,0,1,0,0,1,0,1,0,7,14
1.0,0.0,-0.5244005127080409,0.5429509696730099,-0.11260360407663729,1.5323412181125335,1.8783489077544724,-1.2666157933678193,-5.199337582605575,1.8339146358159146,1,0,0,0,1,1,0,1,0,0,0,1,10,29
1.0,0.0,0.5729675484954632,-0.7484866630284462,0.7048149537320179,0.7408432620967453,-0.3967438952311554,0.001203952392021485,-0.47704042848944356,0.3853204664075674,0,1,0,0,0,0,1,0,1,1,0,1,8,22
1.0,0.0,-0.7279132908816442,-0.3546220490094777,0.13643538705800048,-0.37534028765871497,0.7100472911676353,-0.5522544516744053,0.5729675484954635,2.1280452341849863,0,1,0,0,0,1,0,1,0,1,0,0,11,15
1.0,0.0,-1.8568441290659177,-0.1910520061461741,0.2556058770030304,-5.199337582605575,-0.2543595535241253,0.43072729929545744,0.041789297816453665,-5.199337582605575,1,0,0,0,0,0,1,0,0,0,0,0,2,8
1.0,0.0,-0.5244005127080409,0.8810345496541206,-1.475239564043339,0.6229257232100877,1.034037637602782,-0.7279132908816442,-0.47704042848944356,1.2815515655446004,1,0,0,0,0,0,1,0,1,0,1,0,8,29
1.0,0.0,0.08365173390712909,0.25706646016042867,-1.2459176957301348,0.44452000782712137,-0.3471791997429516,-0.6971414348463421,-5.199337582605575,-0.38532046640756773,0,0,0,0,0,1,0,0,1,0,0,0,9,25
1.0,0.0,1.3829941271006387,0.03857307514780311,-0.2622731356702598,1.2803020775157288,-1.5767989707437722,1.1253070140712151,5.19933758270342,0.16789400478810546,0,0,0,0,0,0,0,0,1,1,0,0,2,4
1.0,0.0,-1.2815515655446004,-0.10918164398205733,0.0208900882468887,-0.5244005127080409,0.10613056377276384,-0.7376711860829286,0.5729675484954635,-0.38532046640756773,1,0,0,0,0,1,0,1,0,0,0,1,10,27
1.0,0.0,0.6229257232100877,0.2991684901353166,-1.046328954539008,-0.38032564176363126,-0.691841461072297,0.6121218488969654,0.041789297816453665,-0.08365173390712909,0,0,0,0,0,0,1,1,0,0,0,0,11,26
1.0,1.0,-0.6229257232100878,1.2710599635774094,0.6666359165293066,1.293439831157083,1.8791375671494501,-1.4293709017892615,0.5729675484954635,1.8339146358159146,0,1,0,0,0,1,0,0,1,1,0,0,5,20
1.0,1.0,-0.8416212335729142,0.22266193767371417,-5.199337582605575,0.30883530897692457,0.5923800848302205,-0.6247382610788091,5.19933758270342,-0.08365173390712909,1,0,0,0,0,1,0,1,0,0,0,0,11,30
1.0,0.0,-0.7279132908816442,0.4238099102587583,0.6934813046490722,-0.4734426104521767,0.4663112521803573,-1.0098512535000659,-5.199337582605575,-0.08365173390712909,1,0,0,0,0,1,0,0,1,1,0,1,11,3
1.0,1.0,-0.3406948270877956,-0.4469627427369628,-1.3003487067723072,-1.6697514308273744,-0.11252874393223587,0.19761328547210133,-0.47704042848944356,-0.7835003753897741,1,0,0,0,0,0,1,0,0,0,0,0,8,30
1.0,1.0,0.5729675484954632,-0.5519941213168881,1.7745664189767172,-0.09792584367632745,-0.3750559709922157,0.7311142686306749,0.041789297816453665,1.2815515655446004,1,0,0,0,0,0,0,0,1,0,0,0,10,5
1.0,0.0,0.9674215661017012,1.2939594072581617,1.1684992395559273,1.7769613407261429,-0.7733695415299294,0.034921707622064334,5.19933758270342,0.6229257232100877,0,0,0,0,0,0,0,0,0,0,0,0,12,30
0.0,0.0,1.1107716166367858,-0.5589578655042562,-1.1756603229513911,-0.6903176161633258,-1.1763370945985177,1.5875179513334987,0.041789297816453665,0.9027347916438648,1,0,0,0,0,0,1,1,0,1,0,0,12,1
1.0,0.0,1.2815515655446004,0.459740764112726,0.8758078890818899,-0.8989192903231646,-1.7819668204876198,1.173487974406398,0.5729675484954635,0.3853204664075674,0,1,0,0,1,1,0,0,0,0,0,0,5,25
1.0,0.0,-0.08365173390712909,1.2128930015139585,-0.7540085440326136,1.0366463684545602,0.15071367689905346,-1.455613899449131,0.041789297816453665,0.3853204664075674,0,1,0,0,0,0,1,1,0,1,0,1,1,4
1.0,1.0,-1.0364333894937894,-0.4114832936513042,-1.1146902863804287,-0.7477213930205658,-0.04063795650197581,-0.4962835122549316,5.19933758270342,0.6229257232100877,1,0,0,0,0,0,1,0,1,1,0,0,9,30
0.0,0.0,0.9674215661017012,-5.199337582605575,0.536632924218071,-5.199337582605575,-1.75222915511528,1.3034486609080955,-0.47704042848944356,-0.08365173390712909,0,1,0,0,1,0,1,1,0,0,0,0,3,12
1.0,0.0,-1.5010859460440247,-0.8416212335729142,-0.44295363069173854,-1.055724396940471,-0.42575778622549765,0.39005388090615567,-0.47704042848944356,-5.199337582605575,1,0,0,0,0,1,0,0,1,0,0,1,10,25
1.0,1.0,-0.6744897501960817,-0.6386096176206588,-0.2874925583434353,-0.8667354875927794,0.6938371687464866,-0.5156311436378226,0.041789297816453665,-0.7835003753897741,1,0,0,0,0,0,1,0,1,1,0,1,11,3
1.0,0.0,-1.0364333894937894,0.07075877341545107,-0.7211307578534845,-0.6283182675110613,0.2866569547661808,-0.08663334134445508,-5.199337582605575,-0.38532046640756773,0,1,0,0,0,1,0,0,0,1,0,0,3,25
1.0,1.0,0.08365173390712909,-1.4001689599828515,0.3010730663815453,0.5392076393250991,0.7264461786744588,-0.4200760633163412,0.041789297816453665,1.2815515655446004,1,0,0,0,0,0,1,0,0,0,1,0,11,21
1.0,0.0,0.7835003753897741,-0.6544522007320038,-0.18272432735342745,0.76730583149025,-0.7679610813358267,0.6800294675764211,-0.47704042848944356,-0.08365173390712909,0,0,0,0,0,0,1,0,0,0,1,1,3,9
1.0,0.0,-0.5244005127080409,-0.5659488219328631,0.3182799020068702,-0.36043946473661115,0.8397460504238896,-0.1980403141277289,-0.47704042848944356,0.6229257232100877,1,0,0,0,0,0,1,1,0,0,1,1,4,11
1.0,1.0,-1.8339146358159146,-5.199337582605575,2.068872123108285,0.8011605109622104,0.9782226714113937,-0.5540778138862104,-0.47704042848944356,-0.7835003753897741,0,0,0,0,0,0,0,1,0,0,1,0,4,19
1.0,0.0,1.1107716166367858,0.2285457831285522,-0.6980296544280852,-0.0059681979890486014,-1.9684163236976828,1.4885067914054502,-5.199337582605575,1.2815515655446004,0,1,0,0,0,1,0,1,0,0,0,0,5,18
1.0,0.0,-1.0364333894937894,-1.35465523596435,-5.199337582605575,-5.199337582605575,-0.4862438871925691,0.15241430859023916,-5.199337582605575,-5.199337582605575,0,0,0,0,0,1,0,0,1,0,0,0,12,24
0.0,0.0,0.43072729929545744,0.025711840674979267,0.4427121932881465,1.841572428145084,-0.15450805645428103,-0.11703038037617651,5.19933758270342,1.8339146358159146,0,0,0,0,0,0,1,1,0,1,0,0,2,13
1.0,1.0,-1.3829941271006383,1.9649045384628592,-0.11260360407663729,-1.0424544832293579,0.7877839045273299,-0.4081500556730546,0.041789297816453665,-0.38532046640756773,0,1,0,0,1,0,0,1,0,0,1,0,7,8
1.0,0.0,-0.2104283942479247,1.0993740652715551,-5.199337582605575,-0.9524485143732513,0.21826180670826978,0.22373774591306275,0.041789297816453665,0.9027347916438648,0,0,0,0,0,1,0,1,0,0,0,1,5,8
1.0,0.0,0.7279132908816441,-0.42429524385462386,0.0,-1.1432152176672021,-1.1124660480457949,1.2815515655446004,0.5729675484954635,1.2815515655446004,0,0,0,0,0,0,1,0,0,0,0,0,7,26
1.0,0.0,0.43072729929545744,1.9359521377732278,0.7963455759375113,1.2803020775157288,0.4077663912014138,-0.8711947999472259,-0.47704042848944356,1.8339146358159146,0,1,0,0,0,0,0,1,0,0,0,0,9,24
1.0,0.0,0.23899287047892498,-1.1107716166367858,1.127123340211456,-5.199337582605575,0.4077663912014138,0.42405909068674597,-5.199337582605575,-0.08365173390712909,0,0,0,0,0,1,0,0,1,0,0,0,11,19
1.0,0.0,-0.6229257232100878,-0.43072729929545756,-1.0308848745856665,-0.8989192903231646,0.6514701348286495,-0.012544874536922613,0.5729675484954635,-5.199337582605575,0,1,0,0,0,1,0,0,0,0,0,0,1,11
1.0,1.0,-1.8568441290659177,1.1877629138925607,-0.7408432620967452,-0.059717099785322754,0.4795056533309492,0.11094072224824358,0.5729675484954635,-5.199337582605575,0,0,0,0,0,0,0,0,1,0,1,0,1,6
1.0,0.0,0.6229257232100877,0.0,1.376481907093476,0.5541339465304778,-0.3785607021563324,0.08316847490677949,-5.199337582605575,0.9027347916438648,0,1,0,0,0,0,0,1,0,0,1,1,1,8
