age_of_customer,sex,ctry,town,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,goal_of_training,preferred_training_daytime,subscription_type,color_of_watch,synchronisation,user_of_latest_model
22.0,Female,USA,New York,3.99,12.41,0.0,16.4,58.78,44.51,8211.76,4.0,3.0,222.0,Competition,Afternoon,Free,White,Yes,1.0
26.0,Male,Germany,Hamburg,2.54,2.6,7.49,12.63,64.34,37.21,6292.41,3.0,0.0,59.0,Competition,Morning,Basic,White,Yes,1.0
19.0,Male,India,Mumbai,4.57,7.87,5.21,17.66,65.8,39.67,8766.4,1.0,1.0,422.0,Competition,Evening,Free,White,Yes,1.0
51.0,Male,USA,Chicago,1.8,1.25,0.68,3.73,27.12,53.81,2080.46,0.0,8.0,344.0,Fitness,Morning,Free,Black,Yes,1.0
55.0,Other,Australia,Melbourne,1.4,3.53,3.1,8.03,35.18,51.43,3914.94,2.0,3.0,312.0,Recreation,Morning,Premium,Black,Yes,0.0
48.0,Female,Germany,Hamburg,3.04,3.84,4.23,11.1,38.51,47.99,5406.47,3.0,0.0,167.0,Fitness,Morning,Premium,Black,Yes,0.0
27.0,Male,USA,Chicago,0.34,2.13,2.58,5.05,55.9,39.69,2672.04,1.0,9.0,381.0,Recreation,Evening,Premium,Black,Yes,0.0
29.0,Male,UK,Birmingham,0.89,6.43,3.28,5.903968018668614,60.71,37.91,100.0,2.0,0.0,301.0,Recreation,Evening,Basic,Black,Yes,0.0
53.0,Male,India,Mumbai,2.91,6.52,2.25,11.68,32.8,49.73,6048.32,2.0,9.0,224.0,Recreation,Evening,Basic,Black,No,0.0
38.0,Other,USA,New York,3.47,8.61,5.15,17.23,70.44,40.54,8513.63,2.0,4.0,91.0,Fitness,Afternoon,Premium,White,Yes,1.0
64.0,Other,Germany,Munich,0.71,5.33,2.98,9.02,17.87,60.997815633116495,4629.9,0.0,5.0,200.0,Recreation,Morning,Basic,White,Yes,0.0
23.0,Female,UK,London,0.0,8.79,4.55,13.34,57.85,40.53,6395.58,4.0,4.0,386.0,Fitness,Evening,Premium,Black,Yes,1.0
20.0,Other,Germayn,Hamburg,0.64,6.84,7.14,14.62,65.48,37.72,7241.21,2.0,0.0,434.0,Competition,Afternoon,Basic,Black,Yes,1.0
27.0,Male,Germayn,Hamburg,0.0,9.7,1.9,11.6,54.54,41.08,5706.68,3.0,4.0,126.0,Competition,Afternoon,Free,Black,Yes,0.0
22.0,Female,UK,London,2.61,7.87,3.32,13.8,56.22,43.03,7088.86,1.0,4.0,137.0,Recreation,Afternoon,Free,White,Yes,0.0
63.0,Male,Germany,Hamburg,3.0,5.71,0.0,8.72,33.001583634734075,57.608428921463556,4638.18,3.0,4.0,39.0,Fitness,Evening,Premium,Black,Yes,0.0
43.0,Male,UK,Manchester,5.567828987032792,1.29,2.59,10.33,60.99,46.39,5139.78,0.0,4.0,326.0,Competition,Evening,Basic,Black,Yes,0.0
38.0,Other,USA,Los Angeles,0.28,6.77,1.2,8.25,57.9,42.33,4319.15,0.0,6.0,85.0,Fitness,Morning,Basic,Black,Yes,0.0
62.0,Female,UK,Berlin,2.08,9.78,4.85,16.71,29.83,56.29,8475.56,3.0,2.0,367.0,Fitness,Morning,Free,Black,Yes,0.0
43.0,Other,UK,London,1.91,5.73,1.15,8.8,54.3,47.6,4678.9,4.0,5.0,289.0,Recreation,Evening,Free,Black,Yes,0.0
55.0,Other,India,Delhi,3.22,5.529109014675052,4.54,14.77,42.85,47.91,7570.96,0.0,3.0,166.0,Competition,Afternoon,Premium,Black,Yes,0.0
61.0,Female,UK,Manchester,2.09,4.19,0.0,6.28,22.29,61.7815975845477,2885.81,0.0,2.0,441.0,Recreation,Afternoon,Free,White,Yes,0.0
43.0,Male,UK,London,3.53,8.69,5.29,17.52,60.64,39.63,8885.65,3.0,8.0,166.0,Recreation,Afternoon,Premium,White,Yes,1.0
25.0,Male,USA,New York,1.46,1.9,0.16,3.52,55.01,47.19,1782.67,0.0,6.0,240.0,Competition,Morning,Free,White,Yes,1.0
22.0,Female,India,Mumbai,4.26,10.73,5.22,20.22,63.28,36.03,9819.31,4.0,3.0,401.0,Competition,Afternoon,Free,White,No,1.0
32.0,Male,Australia,Brisbane,3.53,3.41,4.95,11.88,61.4,39.05,5791.51,4.0,6.0,333.0,Fitness,Morning,Basic,Black,No,1.0
33.0,Female,USA,New York,6.549646079002534,10.46,5.26,23.3,70.86,35.16,11717.583943483372,4.0,4.0,18.0,Competition,Morning,Free,Black,Yes,1.0
18.0,Female,USA,New York,8.666481165982653,8.03,3.8,19.43,62.39,40.96,5487.534848800834,1.0,0.0,390.0,Fitness,Afternoon,Free,Black,Yes,1.0
33.0,Other,Australia,Brisbane,2.37,3.16,3.77,9.31,54.02,39.57,4834.23,4.0,6.0,212.0,Fitness,Afternoon,Premium,White,Yes,0.0
54.0,Female,UK,Manchester,5.8,2.82,5.44,14.06,37.04,51.07,7321.2,4.0,2.0,388.0,Fitness,Evening,Free,Black,Yes,0.0
20.0,Other,Germany,Berlin,0.51,11.81,3.68,16.0,65.08,41.27,8182.03,1.0,1.0,117.0,Competition,Evening,Premium,Black,Yes,1.0
64.0,Male,India,Bangalore,0.0,1.11,0.55,1.66,26.08883089198899,59.59087620351352,534.26,2.0,3.0,22.0,Recreation,Afternoon,Free,Black,Yes,0.0
48.0,Male,Germany,Berlin,2.64,4.29,4.73,11.66,51.73,46.87,5704.14,0.0,4.0,370.0,Fitness,Morning,Free,Black,No,0.0
30.0,Male,Australia,Sydney,1.46,7.6,0.93,9.99,56.28,40.84,4713.77,4.0,3.0,193.0,Recreation,Morning,Premium,Black,Yes,1.0
-1.0,Male,USA,Chicago,2.78,1.16,2.94,6.89,52.24,40.09,3199.91,0.0,4.0,82.0,Recreation,Morning,Basic,Black,No,1.0
60.0,Other,USA,Los Angeles,0.18,7.48,5.62,13.28,26.32,52.34,6469.03,3.0,7.0,299.0,Competition,Morning,Premium,Black,Yes,1.0
38.0,Male,India,Bangalore,1.47,6.64,1.44,9.55,52.610241536472,45.33,4779.57,0.0,3.0,188.0,Recreation,Morning,Premium,Black,Yes,1.0
19.0,Female,USA,New York,2.53,1.86,4.5,8.89,52.57,39.86,4653.56,1.0,1.0,87.0,Recreation,Evening,Premium,White,Yes,1.0
44.0,Female,USA,Los Angeles,1.12,6.57,2.7,10.4,58.16,42.69,5415.29,0.0,8.0,309.0,Competition,Afternoon,Basic,Black,Yes,1.0
-1.0,Female,India,Berlin,2.31,5.529109014675052,4.43,13.33,40.33,52.93,6736.52,0.0,6.0,236.0,Fitness,Evening,Free,Black,Yes,0.0
43.0,Other,India,Bangalore,2.91,5.55,0.07,8.52,59.83,48.44,4518.47,0.0,9.0,21.0,Recreation,Morning,Premium,Black,Yes,0.0
55.0,Male,Australia,Melbourne,2.97,5.529109014675052,1.97,17.51,44.25,49.88,8753.92,2.0,6.0,201.0,Competition,Morning,Premium,White,Yes,1.0
63.0,Male,USA,New York,0.37,9.37,2.48,12.22,22.299583072618432,63.47,6342.43,2.0,5.0,207.0,Recreation,Morning,Basic,Black,Yes,1.0
42.0,Male,USA,Chicago,2.65,6.06,2.78,11.5,60.02,45.28,5720.52,3.0,7.0,324.0,Recreation,Morning,Premium,White,Yes,1.0
28.0,Other,Australia,Brisbane,1.03,3.19,2.6,6.82,52.24,38.58,3278.11,1.0,5.0,215.0,Fitness,Afternoon,Free,Black,Yes,0.0
25.0,Female,UK,Birmingham,1.03,0.05,5.24,6.31,57.53,40.95,3406.84,0.0,0.0,166.0,Recreation,Morning,Basic,White,No,0.0
25.0,Female,UK,London,6.27,5.04,3.91,15.21,60.4,38.83,7540.16,0.0,5.0,374.0,Competition,Afternoon,Free,White,Yes,1.0
50.0,Male,UK,Birmingham,0.69,1.93,4.06,6.68,51.0,48.62,3344.22,0.0,9.0,252.0,Recreation,Morning,Free,Black,Yes,1.0
24.0,Female,Australia,Melbourne,0.4,9.74,1.5,11.64,65.54,41.85,5717.18,0.0,5.0,351.0,Fitness,Afternoon,Basic,Black,Yes,0.0
55.0,Female,USA,Los Angeles,0.0,6.16,3.57,9.73,34.25,53.17,4961.96,2.0,0.0,142.0,Fitness,Evening,Premium,Black,Yes,0.0
38.0,Other,Australia,Brisbane,2.06,0.0,7.03,9.09,56.82,34.64,4841.77,3.0,5.0,188.0,Competition,Morning,Free,Black,Yes,0.0
25.0,Other,Australia,Brisbane,4.18,10.26,2.91,17.36,65.76,40.69,8393.08,4.0,7.0,66.0,Fitness,Afternoon,Free,Black,Yes,1.0
38.0,Other,UK,Berlin,1.84,3.69,1.01,6.53,58.59,41.17,5487.534848800834,1.0,8.0,379.0,Recreation,Evening,Free,Black,Yes,0.0
37.0,Other,Germany,Munich,0.0,3.4,7.63,11.03,59.39,35.88,5215.82,0.0,1.0,6.0,Fitness,Morning,Free,Black,Yes,0.0
25.0,Male,USA,Chicago,3.64,13.6,5.49,22.73,65.04,33.37,11283.88,3.0,5.0,413.0,Competition,Morning,Basic,Black,Yes,1.0
63.0,Other,UK,Manchester,0.04,4.82,1.24,6.1,29.229926450946323,58.066413098869695,2849.14,4.0,2.0,307.0,Fitness,Morning,Basic,Black,Yes,0.0
48.0,Female,Germany,Berlin,0.34,4.16,3.35,7.85,46.73,45.44,5487.534848800834,3.0,6.0,53.0,Fitness,Afternoon,Free,Black,Yes,0.0
46.0,Male,Germany,Berlin,2.81,0.69,1.13,4.62,51.44,47.79,2041.74,2.0,1.0,44.0,Fitness,Afternoon,Premium,Black,Yes,0.0
26.0,Female,India,Mumbai,0.84,3.74,5.28,9.85,61.22,37.65,4959.39,4.0,1.0,11.0,Competition,Evening,Free,Black,Yes,1.0
32.0,Female,USA,New York,4.14,11.37,3.25,18.76,63.81,39.72,9256.64,3.0,5.0,236.0,Fitness,Afternoon,Premium,Black,Yes,1.0
47.0,Female,Germany,Munich,3.68,6.99,2.12,12.79,54.1,45.99,6176.08,2.0,6.0,274.0,Fitness,Afternoon,Free,Black,Yes,0.0
43.0,Other,UK,Berlin,0.95,2.17,1.37,4.49,48.56,47.85,2406.29,3.0,6.0,45.0,Recreation,Morning,Premium,White,Yes,0.0
27.0,Other,India,Bangalore,3.13,7.52,0.16,10.81,63.9,40.3,5236.9,3.0,4.0,189.0,Competition,Morning,Free,Black,Yes,0.0
46.0,Male,USA,Chicago,3.47,6.54,0.67,10.68,60.71,45.46,5172.71,4.0,9.0,312.0,Fitness,Morning,Premium,Black,Yes,0.0
33.0,Male,Australia,Sydney,1.1866450640729855,10.77,8.14,19.711349609370906,70.15,32.25,9550.489457887263,2.0,8.0,28.0,Competition,Morning,Free,Black,Yes,1.0
53.0,Other,UK,Birmingham,2.03,3.21,4.75,9.99,43.71,51.51,5049.38,0.0,8.0,447.0,Fitness,Morning,Free,White,Yes,0.0
37.0,Female,Germayn,Berlin,2.76,4.77,5.54,13.07,58.03,35.28,6631.26,1.0,6.0,304.0,Fitness,Morning,Premium,White,No,0.0
62.0,Male,Germany,Berlin,1.85,7.74,3.24,12.83,24.1,56.94,6123.37,4.0,1.0,77.0,Fitness,Morning,Basic,White,Yes,0.0
54.0,Other,UK,London,2.38,3.52,0.0,5.9,36.08,53.28,2793.73,2.0,9.0,296.0,Recreation,Evening,Premium,Black,Yes,0.0
39.0,Other,Germany,Berlin,0.18,3.96,3.24,7.38,54.68,42.75,3650.92,3.0,2.0,20.0,Recreation,Evening,Basic,Black,Yes,0.0
24.0,Other,India,Bangalore,1.17,3.54,0.75,5.46,64.76,43.27,2631.01,2.0,4.0,148.0,Recreation,Evening,Free,Black,Yes,0.0
40.0,Female,USA,New York,2.24,3.66,7.24,7.421090217915588,57.82,39.08,100.0,1.0,0.0,152.0,Competition,Evening,Premium,Black,Yes,1.0
58.0,Other,India,Mumbai,1.51,5.3,7.8,14.61,36.9,47.39,7479.12,1.0,4.0,111.0,Competition,Morning,Premium,White,Yes,0.0
57.0,Other,Germany,Berlin,1.81,4.59,2.35,8.74,25.27,53.66,4447.15,0.0,3.0,198.0,Recreation,Evening,Premium,Black,Yes,0.0
46.0,Other,Australia,Sydney,5.04,12.45,6.47,23.96,62.79,37.66,11806.729861797481,0.0,1.0,5.0,Competition,Morning,Basic,White,Yes,0.0
33.0,Other,USA,Los Angeles,4.24,6.38,0.0,10.62,64.68,43.82,5429.08,1.0,8.0,372.0,Fitness,Evening,Basic,Black,Yes,1.0
55.0,Male,USA,New York,3.6,1.04,1.25,5.89,32.2,56.18,3151.7,4.0,2.0,220.0,Fitness,Afternoon,Free,White,Yes,1.0
45.0,Male,UK,Birmingham,0.4,5.529109014675052,4.57,8.11,41.31,41.05,4113.07,4.0,7.0,173.0,Fitness,Evening,Basic,Black,Yes,0.0
55.0,Other,UK,London,2.83,7.75,1.86,12.44,38.86,55.81,6390.8,3.0,5.0,201.0,Recreation,Evening,Basic,Black,Yes,0.0
48.0,Female,Australia,Melbourne,1.42,3.34,1.08,5.84,45.32,48.28,3069.24,0.0,4.0,272.0,Competition,Morning,Free,Black,No,0.0
31.0,Male,USA,Chicago,0.93,2.81,1.86,5.59,59.71,43.32,2837.82,3.0,0.0,278.0,Recreation,Evening,Premium,Black,Yes,1.0
50.0,Other,Australia,Melbourne,1.77,3.47,6.91,12.15,54.56,43.8,5964.31,0.0,3.0,166.0,Competition,Afternoon,Premium,Black,No,0.0
26.0,Male,UK,Berlin,2.7,6.14,3.28,12.13,59.91,37.95,6210.96,1.0,6.0,58.0,Fitness,Morning,Free,White,No,0.0
44.0,Male,UK,Birmingham,1.69,5.68,4.95,12.32,51.62,43.59,5982.7,4.0,0.0,170.0,Recreation,Morning,Premium,Black,Yes,1.0
41.0,Female,USA,New York,1.13,5.66,0.66,7.45,49.64,47.18,3891.39,4.0,4.0,255.0,Competition,Evening,Basic,Black,Yes,1.0
30.0,Other,India,Bangalore,3.66,3.05,2.65,9.36,60.6,39.85,4865.18,1.0,5.0,215.0,Competition,Morning,Free,Black,Yes,1.0
43.0,Other,Germany,Hamburg,2.78,5.529109014675052,3.57,13.91,58.75,42.56,7149.66,3.0,1.0,284.0,Fitness,Morning,Free,Black,Yes,1.0
46.0,Female,UK,Birmingham,0.88,3.8,1.57,6.25,46.06,45.84,3110.62,3.0,2.0,3.0,Recreation,Morning,Free,White,Yes,0.0
60.0,Female,UK,Manchester,3.53,5.07,2.5,11.1,30.71,59.42,5365.67,2.0,5.0,352.0,Recreation,Morning,Premium,White,Yes,0.0
45.0,Other,India,Mumbai,0.56,5.57,1.19,7.32,51.74,45.7,3419.45,0.0,3.0,91.0,Recreation,Morning,Free,White,Yes,0.0
45.0,Other,India,Delhi,2.39,8.57,1.83,12.8,54.24,47.17,6547.43,3.0,8.0,326.0,Fitness,Morning,Free,White,Yes,1.0
25.0,Female,Australia,Melbourne,0.0,3.66,1.62,5.28,52.57,41.13,5487.534848800834,1.0,3.0,156.0,Recreation,Afternoon,Free,White,No,0.0
40.0,Male,Australia,Sydney,5.17,11.07,5.96,22.2,63.88,33.69,11191.44,3.0,3.0,252.0,Fitness,Evening,Premium,Black,Yes,0.0
46.0,Male,Germany,Berlin,3.29,1.24,6.6,11.13,42.7,39.9,5353.02,4.0,1.0,329.0,Fitness,Afternoon,Basic,Black,Yes,0.0
22.0,Female,Germany,Berlin,3.4,2.97,5.64,12.01,60.33,36.38,6268.3,0.0,3.0,10.0,Fitness,Morning,Free,Black,Yes,0.0
59.0,Male,USA,Chicago,1.06,14.834993587527393,5.18,21.63,37.91,52.36,11110.85,2.0,1.0,51.0,Competition,Morning,Basic,Black,No,1.0
24.0,Female,Australia,Berlin,1.9,1.93,2.5,6.32,56.97,40.18,3120.32,0.0,3.0,238.0,Recreation,Evening,Premium,Black,Yes,1.0
59.0,Male,UK,Manchester,0.83,1.78,2.47,5.08,27.43,59.91,2598.34,4.0,6.0,426.0,Recreation,Afternoon,Premium,White,Yes,0.0
53.0,Male,Australia,Melbourne,3.13,3.84,7.25,14.22,45.3,43.93,7277.28,4.0,2.0,286.0,Fitness,Evening,Premium,Black,Yes,0.0
58.0,Other,UK,Manchester,3.11,6.99,5.64,15.75,35.15,53.13,8014.55,4.0,8.0,67.0,Fitness,Afternoon,Premium,Black,Yes,0.0
19.0,Male,India,Mumbai,3.48,6.87,2.04,12.39,55.46,45.9,6244.21,2.0,0.0,33.0,Recreation,Evening,Premium,Black,Yes,1.0
42.0,Other,Germany,Hamburg,3.33,9.92,4.05,17.29,60.59,42.59,8762.65,4.0,9.0,253.0,Competition,Morning,Premium,Black,Yes,1.0
26.0,Other,Germany,Hamburg,4.12,0.95,6.59,11.66,58.24,37.96,6064.11,4.0,1.0,251.0,Fitness,Evening,Basic,White,Yes,1.0
44.0,Other,USA,Chicago,1.67,6.63,1.14,9.44,55.85,45.21,4946.86,3.0,2.0,109.0,Recreation,Afternoon,Basic,Black,Yes,1.0
18.0,Female,Australia,Sydney,3.76,4.21,2.95,10.93,53.25,44.27,5749.93,2.0,0.0,43.0,Fitness,Afternoon,Premium,Black,Yes,1.0
40.0,Male,India,Mumbai,0.89,0.48,2.94,4.31,53.22,45.93,2162.54,0.0,2.0,28.0,Recreation,Afternoon,Free,Black,Yes,0.0
27.0,Other,UK,Manchester,0.0,1.69,0.9,2.59,54.95,40.9,1495.71,2.0,5.0,115.0,Recreation,Afternoon,Free,Black,Yes,0.0
59.0,Male,Germany,Hamburg,2.43,6.41,2.12,10.96,32.67,57.74,5436.65,2.0,9.0,371.0,Fitness,Morning,Premium,White,Yes,0.0
42.0,Female,Germany,Munich,5.34,0.13,2.8,8.27,57.06,41.74,4088.82,2.0,2.0,195.0,Competition,Evening,Basic,Black,Yes,0.0
20.0,Female,UK,London,0.64,2.27,1.36,4.27,54.96,45.13,1985.9,4.0,1.0,430.0,Recreation,Afternoon,Premium,White,Yes,1.0
23.0,Other,India,Mumbai,3.2,2.6,2.59,8.39,49.53,41.51,4386.09,4.0,1.0,384.0,Recreation,Morning,Premium,White,Yes,1.0
23.0,Female,India,Mumbai,0.52,2.7,2.66,5.89,59.89,42.6,3234.41,1.0,2.0,191.0,Recreation,Evening,Basic,White,Yes,0.0
19.0,Male,Australia,Sydney,3.4,6.8,2.85,13.05,63.77,42.27,6378.9,0.0,0.0,146.0,Competition,Evening,Premium,Black,Yes,1.0
35.0,Other,Australia,Brisbane,0.88,11.17,5.32,17.37,63.08,39.47,8420.5,3.0,7.0,279.0,Competition,Morning,Premium,Black,No,0.0
40.0,Male,USA,Berlin,4.96,7.97,1.2,14.12,60.56,43.29,7249.23,2.0,1.0,3.0,Fitness,Morning,Premium,Black,Yes,1.0
19.0,Male,Germany,Berlin,3.07,3.75,8.52,15.34,56.51,37.91,7741.97,0.0,0.0,397.0,Competition,Afternoon,Basic,Black,Yes,1.0
29.0,Female,Australia,Melbourne,3.69,1.85,1.9,7.44,51.18,40.55,3994.41,0.0,8.0,1.0,Fitness,Evening,Free,White,Yes,0.0
39.0,Female,India,Mumbai,2.17,9.34,0.83,12.34,56.33,42.95,6020.47,1.0,9.0,16.0,Fitness,Evening,Free,Black,Yes,0.0
54.0,Female,UK,Manchester,2.18,1.66,4.6,8.44,51.172953593429156,50.05,3961.16,3.0,0.0,223.0,Competition,Morning,Basic,Black,Yes,0.0
37.0,Female,India,Delhi,3.57,10.57,2.67,16.81,62.24,38.62,8398.55,2.0,3.0,397.0,Fitness,Evening,Free,Black,Yes,1.0
56.0,Female,Germany,Berlin,1.56,4.04,0.07,5.67,28.55,56.59,2587.44,3.0,3.0,179.0,Competition,Afternoon,Premium,Black,Yes,0.0
41.0,Other,India,Mumbai,1.64,10.53,4.32,16.49,57.94,40.39,8103.44,1.0,9.0,215.0,Fitness,Evening,Free,White,No,0.0
37.0,Male,USA,Los Angeles,4.1,3.26,7.15,14.51,61.82,36.41,5487.534848800834,4.0,8.0,441.0,Competition,Morning,Premium,Black,Yes,1.0
18.0,Male,Germany,Hamburg,4.76,6.04,8.401739287590507,19.87,59.46,35.66,9769.04,0.0,0.0,79.0,Competition,Morning,Free,White,Yes,1.0
18.0,Male,UK,London,2.86,7.55,2.0,12.4,58.79,42.51,5965.8,2.0,0.0,375.0,Fitness,Afternoon,Basic,Black,Yes,1.0
34.0,Male,USA,New York,0.82,4.69,2.79,8.3,61.01,39.76,4422.57,4.0,2.0,239.0,Recreation,Afternoon,Free,Black,Yes,1.0
18.0,Female,Germany,Hamburg,1.24,4.26,6.15,11.66,65.04,40.07,5695.21,1.0,0.0,3.0,Fitness,Evening,Free,White,Yes,0.0
62.0,Male,UK,Berlin,1.25,6.77,0.39,8.41,25.42,61.2,4172.28,3.0,2.0,113.0,Competition,Evening,Free,Black,Yes,0.0
47.0,Other,USA,New York,0.6,6.12,4.42,11.15,51.39,42.64,5815.78,0.0,8.0,369.0,Recreation,Morning,Basic,White,Yes,1.0
58.0,Other,USA,New York,0.47,0.6,1.94,3.01,23.84,55.39,1613.07,2.0,8.0,410.0,Fitness,Afternoon,Free,Black,Yes,1.0
64.0,Male,Germany,Berlin,2.04,1.77,6.56,10.37,18.9,56.92,5254.97,4.0,1.0,208.0,Fitness,Afternoon,Basic,Black,Yes,0.0
20.0,Male,Australia,Sydney,1.08,6.75,4.57,12.4,59.62,38.41,6324.08,4.0,1.0,48.0,Fitness,Afternoon,Premium,White,Yes,1.0
63.0,Other,USA,Los Angeles,1.03,1.19,3.23,5.46,23.682799260692477,59.57,2925.52,0.0,2.0,313.0,Recreation,Morning,Free,Black,Yes,1.0
28.0,Other,USA,Berlin,0.0,9.84,5.78,15.62,67.25,34.65,8037.13,3.0,3.0,275.0,Fitness,Afternoon,Basic,White,Yes,1.0
41.0,Female,UK,Manchester,3.11,2.67,0.0,5.78,47.56,47.19,2977.16,1.0,2.0,129.0,Fitness,Morning,Basic,Black,Yes,0.0
39.0,Other,India,Mumbai,1.23,3.5,3.31,8.04,54.98,39.07,4253.91,3.0,8.0,94.0,Fitness,Morning,Free,Black,Yes,0.0
61.0,Female,Germany,Munich,5.607054235713898,1.68,3.07,11.43,27.87,58.49,5734.7,3.0,2.0,245.0,Fitness,Evening,Premium,Black,Yes,0.0
62.0,Female,Germany,Berlin,2.44,5.4,6.67,14.52,24.7,58.38,7124.44,3.0,1.0,116.0,Fitness,Evening,Basic,Black,Yes,1.0
43.0,Female,Australia,Sydney,0.46,2.14,1.38,3.98,48.86,47.95,2219.59,0.0,6.0,407.0,Fitness,Afternoon,Free,Black,No,0.0
30.0,Female,Australia,Melbourne,2.63,0.84,6.94,10.41,60.12,34.81,5228.89,0.0,2.0,12.0,Competition,Evening,Premium,Black,Yes,1.0
18.0,Female,Germayn,Berlin,1.6,0.89,4.32,6.81,49.54,44.75,3647.11,1.0,0.0,280.0,Competition,Morning,Basic,Black,Yes,1.0
41.0,Male,Australia,Melbourne,2.61,10.6,2.35,15.55,64.31,40.94,7501.18,3.0,6.0,12.0,Fitness,Afternoon,Basic,Black,Yes,0.0
27.0,Other,UK,Manchester,0.94,1.19,4.05,6.18,53.4,37.33,3026.33,0.0,6.0,103.0,Fitness,Morning,Premium,Black,Yes,0.0
52.0,Female,Germany,Munich,5.4,10.36,1.87,17.62,49.23,52.25,9078.9,1.0,8.0,9.0,Competition,Afternoon,Premium,White,Yes,0.0
41.0,Other,Australia,Melbourne,1.74,0.0,1.1,2.84,52.08,47.97,1270.5,1.0,4.0,175.0,Recreation,Evening,Free,Black,Yes,0.0
45.0,Other,Germany,Munich,5.08,0.0,0.9,5.98,45.51,47.2,3254.85,3.0,2.0,254.0,Competition,Afternoon,Free,White,Yes,0.0
53.0,Female,India,Bangalore,3.51,5.8,1.33,10.64,41.5,53.12,5593.94,2.0,7.0,286.0,Fitness,Afternoon,Basic,Black,Yes,0.0
33.0,Male,USA,Chicago,0.74,4.09,4.48,9.31,56.12,39.86,4886.2,3.0,5.0,128.0,Competition,Morning,Premium,White,Yes,1.0
57.0,Female,Germany,Hamburg,4.5,8.55,2.22,15.27,42.39,52.47,7671.92,2.0,1.0,81.0,Fitness,Morning,Premium,Black,No,0.0
33.0,Male,USA,Chicago,3.2,13.67,2.39,19.26,62.64,37.14,9719.51,1.0,2.0,60.0,Competition,Afternoon,Premium,Black,Yes,1.0
34.0,Other,Australia,Brisbane,1.52,8.57,4.01,14.11,60.36,38.3,7274.37,0.0,7.0,199.0,Fitness,Evening,Basic,White,Yes,0.0
32.0,Male,USA,Los Angeles,2.56,6.3,2.41,11.27,56.6,42.88,5802.27,4.0,9.0,2.0,Fitness,Evening,Premium,Black,Yes,0.0
33.0,Male,Germany,Berlin,5.1,6.48,3.36,14.94,58.63,35.89,7547.18,1.0,6.0,171.0,Fitness,Morning,Premium,Black,Yes,0.0
32.0,Male,India,Mumbai,2.91,4.81,6.7,14.42,69.34,37.2,7497.68,0.0,9.0,430.0,Fitness,Evening,Basic,White,Yes,0.0
51.0,Other,Australia,Melbourne,0.9,7.83,4.66,13.39,48.53,43.83,6806.42,1.0,5.0,132.0,Recreation,Morning,Free,White,Yes,0.0
28.0,Other,Germany,Berlin,1.49,5.53,2.18,9.19,60.11,40.93,4882.66,3.0,10.0,413.0,Fitness,Evening,Free,Black,Yes,0.0
18.0,Male,Australia,Sydney,1.72,5.95,0.0,7.67,50.84,47.17,3568.55,2.0,0.0,328.0,Recreation,Afternoon,Basic,Black,Yes,0.0
32.0,Male,UK,Birmingham,3.47,0.86,4.45,8.78,62.64,39.99,4173.42,1.0,8.0,125.0,Recreation,Morning,Premium,Black,Yes,0.0
43.0,Female,USA,Chicago,2.41,1.34,4.02,7.78,49.38,40.15,3859.56,0.0,2.0,98.0,Fitness,Morning,Basic,Black,Yes,0.0
60.0,Female,Germany,Berlin,2.04,4.22,6.0,12.27,25.46,55.05,6302.29,4.0,4.0,332.0,Competition,Morning,Free,Black,Yes,0.0
22.0,Male,India,Bangalore,1.84,5.12,1.94,8.9,54.76,39.95,4247.06,3.0,2.0,66.0,Fitness,Evening,Basic,White,Yes,0.0
52.0,Female,Australia,Melbourne,2.5,1.78,2.17,6.45,42.59,49.03,3509.44,2.0,3.0,402.0,Recreation,Evening,Basic,Black,Yes,0.0
30.0,Other,USA,New York,4.18,7.66,6.04,17.88,69.36,36.37,8827.07,3.0,9.0,226.0,Fitness,Morning,Free,Black,Yes,1.0
27.0,Male,Australia,Sydney,2.35,0.0,3.59,5.93,59.2,40.54,2924.63,4.0,3.0,398.0,Fitness,Evening,Basic,Black,Yes,1.0
28.0,Male,Germany,Hamburg,2.71,7.78,2.01,12.5,58.15,38.54,6113.27,0.0,3.0,59.0,Fitness,Morning,Free,White,Yes,0.0
35.0,Male,Australia,Melbourne,1.34,1.22,0.12,2.68,52.34,45.06,1388.9,1.0,1.0,124.0,Recreation,Afternoon,Basic,Black,Yes,1.0
51.0,Male,USA,Chicago,1.16,11.93,2.74,15.83,48.9,50.39,7650.47,2.0,8.0,88.0,Competition,Morning,Basic,Black,Yes,1.0
56.0,Female,Germany,Hamburg,4.23,9.94,7.34,21.51,40.69,43.97,10546.4,4.0,6.0,2.0,Competition,Afternoon,Basic,Black,Yes,0.0
58.0,Male,Australia,Sydney,1.15,1.5,1.62,4.27,32.14,59.06,2280.01,2.0,7.0,397.0,Recreation,Evening,Free,Black,No,0.0
59.0,Other,India,Mumbai,2.77,8.6,1.24,12.61,22.24,55.5,6118.56,3.0,5.0,221.0,Fitness,Afternoon,Basic,Black,Yes,0.0
40.0,Other,Germany,Hamburg,4.07,2.59,5.38,12.03,55.25,36.25,5858.39,2.0,5.0,363.0,Recreation,Evening,Free,White,Yes,0.0
